Price,LT,LB,KT,KM,Kota/Kab,Provinsi,Type,harga_per_m2,ratio_bangunan_tanah
6800000000,250.0,250.0,3.0,4.0,Kab. Badung,Bali,Rumah,27200000.0,1.0
3700000000,250.0,150.0,5.0,3.0,Tangerang Selatan Kota,Banten,Rumah,14800000.0,0.6
2500000000,250.0,310.0,5.0,3.0,Palembang Kota,Sumatra Selatan,Rumah,10000000.0,1.24
3000000000,250.0,162.0,3.0,3.0,Surabaya Kota,Jawa Timur,Rumah,12000000.0,0.648
6250000000,250.0,250.0,3.0,3.0,Kab. Badung,Bali,Rumah,25000000.0,1.0
600000000,250.0,200.0,4.0,3.0,Manado Kota,Sulawesi Utara,Rumah,2400000.0,0.8
9200000000,250.0,750.0,5.0,4.0,Makassar Kota,Sulawesi Selatan,Rumah,36800000.0,3.0
2200000000,250.0,350.0,5.0,5.0,Mataram Kota,Nusa Tenggara Barat,Rumah,8800000.0,1.4
375000000,250.0,150.0,3.0,2.0,Bandar Lampung Kota,Lampung,Rumah,1500000.0,0.6
6500000000,250.0,200.0,3.0,3.0,Kab. Mahakam Ulu,Kalimantan Timur,Rumah,26000000.0,0.8
865000000,250.0,250.0,4.0,4.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,3460000.0,1.0
1100000000,250.0,322.0,3.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,4400000.0,1.288
7500000000,250.0,300.0,3.0,3.0,Surabaya Kota,Jawa Timur,Rumah,30000000.0,1.2
1000000000,248.0,70.0,3.0,2.0,Manado Kota,Sulawesi Utara,Rumah,4032258.064516129,0.28225806451612906
1700000000,248.0,200.0,2.0,1.0,Manado Kota,Sulawesi Utara,Rumah,6854838.70967742,0.8064516129032258
950000000,248.0,200.0,5.0,3.0,Bandar Lampung Kota,Lampung,Rumah,3830645.1612903224,0.8064516129032258
480000000,248.0,150.0,2.0,1.0,Bandar Lampung Kota,Lampung,Rumah,1935483.8709677418,0.6048387096774194
3700000000,248.0,311.0,5.0,5.0,Balikpapan Kota,Kalimantan Timur,Rumah,14919354.838709677,1.2540322580645162
3200000000,247.0,182.0,4.0,4.0,Batam Kota,Kepulauan Riau,Rumah,12955465.587044535,0.7368421052631579
295000000,247.0,102.0,2.0,1.0,Banjar Kab.,Kalimantan Selatan,Rumah,1194331.983805668,0.41295546558704455
3500000000,246.0,200.0,5.0,3.0,Aceh Besar Kab.,Aceh D.I.,Rumah,14227642.276422765,0.8130081300813008
3500000000,244.0,180.0,4.0,3.0,Manado Kota,Sulawesi Utara,Rumah,14344262.295081967,0.7377049180327869
2500000000,243.0,220.0,4.0,4.0,Surakarta Kota,Jawa Tengah,Rumah,10288065.8436214,0.9053497942386831
1800000000,242.0,170.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,7438016.52892562,0.7024793388429752
2200000000,242.0,350.0,4.0,4.0,Surabaya Kota,Jawa Timur,Rumah,9090909.090909092,1.4462809917355373
3660000000,242.0,300.0,6.0,5.0,Sleman Kab.,Yogyakarta D.I.,Rumah,15123966.94214876,1.2396694214876034
1200000000,242.0,200.0,5.0,2.0,Mataram Kota,Nusa Tenggara Barat,Rumah,4958677.685950413,0.8264462809917356
1200000000,242.0,180.0,6.0,3.0,Mataram Kota,Nusa Tenggara Barat,Rumah,4958677.685950413,0.743801652892562
6800000000,241.0,300.0,5.0,4.0,Jakarta Selatan,Jakarta D.K.I.,Rumah,28215767.63485477,1.2448132780082988
5650000000,240.0,320.0,5.0,6.0,Tangerang Selatan Kota,Banten,Rumah,23541666.666666668,1.3333333333333333
680000000,240.0,50.0,2.0,1.0,Padang Kota,Sumatra Barat,Rumah,2833333.3333333335,0.20833333333333334
800000000,240.0,200.0,3.0,3.0,Manado Kota,Sulawesi Utara,Rumah,3333333.3333333335,0.8333333333333334
1500000000,240.0,140.0,3.0,1.0,Manado Kota,Sulawesi Utara,Rumah,6250000.0,0.5833333333333334
1400000000,240.0,240.0,6.0,2.0,Semarang Kota,Jawa Tengah,Rumah,5833333.333333333,1.0
1800000000,240.0,110.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,7500000.0,0.4583333333333333
980000000,240.0,120.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,4083333.3333333335,0.5
4800000000,240.0,400.0,5.0,6.0,Malang Kota,Jawa Timur,Rumah,20000000.0,1.6666666666666667
4999999000,240.0,200.0,4.0,4.0,Semarang Kota,Jawa Tengah,Rumah,20833329.166666668,0.8333333333333334
4800000000,240.0,250.0,4.0,3.0,Denpasar Kota,Bali,Rumah,20000000.0,1.0416666666666667
1300000000,240.0,400.0,4.0,3.0,Ogan Komering Ulu Timur Kab.,Sumatra Selatan,Rumah,5416666.666666667,1.6666666666666667
3200000000,240.0,190.0,4.0,4.0,Semarang Kota,Jawa Tengah,Rumah,13333333.333333334,0.7916666666666666
360000000,240.0,150.0,4.0,3.0,Pekanbaru Kota,Riau,Rumah,1500000.0,0.625
1600000000,240.0,220.0,5.0,2.0,Bandar Lampung Kota,Lampung,Rumah,6666666.666666667,0.9166666666666666
5600000000,240.0,350.0,5.0,4.0,Batam Kota,Kepulauan Riau,Rumah,23333333.333333332,1.4583333333333333
650000000,240.0,135.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,2708333.3333333335,0.5625
1300000000,239.0,223.0,3.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,5439330.543933054,0.9330543933054394
5600000000,239.0,187.0,4.0,4.0,Tangerang Selatan Kota,Banten,Rumah,23430962.343096234,0.7824267782426778
1800000000,238.0,88.0,3.0,2.0,Balikpapan Kota,Kalimantan Timur,Rumah,7563025.210084033,0.3697478991596639
620000000,238.0,200.0,3.0,2.0,Banjar Kab.,Kalimantan Selatan,Rumah,2605042.0168067226,0.8403361344537815
600000000,238.0,70.0,2.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,2521008.4033613447,0.29411764705882354
8750000000,237.0,450.0,5.0,5.0,Tangerang Kota,Banten,Rumah,36919831.22362869,1.8987341772151898
5000000000,237.0,230.0,5.0,4.0,Palembang Kota,Sumatra Selatan,Rumah,21097046.41350211,0.9704641350210971
2999000000,237.0,203.0,5.0,5.0,Bandung Kota,Jawa Barat,Rumah,12654008.438818565,0.8565400843881856
7500000000,236.0,250.0,4.0,3.0,Tangerang Kota,Banten,Rumah,31779661.01694915,1.0593220338983051
7450000000,234.0,340.0,6.0,6.0,Tangerang Selatan Kota,Banten,Rumah,31837606.837606836,1.452991452991453
6000000000,234.0,263.0,5.0,5.0,Jakarta Barat,Jakarta D.K.I.,Rumah,25641025.64102564,1.123931623931624
350000000,234.0,240.0,5.0,5.0,Palembang Kota,Sumatra Selatan,Rumah,1495726.4957264957,1.0256410256410255
1200000000,233.0,120.0,3.0,2.0,Padang Kota,Sumatra Barat,Rumah,5150214.592274678,0.5150214592274678
600000000,231.0,200.0,4.0,3.0,Medan Kota,Sumatra Utara,Rumah,2597402.5974025973,0.8658008658008658
1600000000,231.0,200.0,5.0,4.0,Padang Kota,Sumatra Barat,Rumah,6926406.9264069265,0.8658008658008658
950000000,231.0,100.0,2.0,3.0,Mataram Kota,Nusa Tenggara Barat,Rumah,4112554.1125541124,0.4329004329004329
1805000000,230.0,135.0,4.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,7847826.0869565215,0.5869565217391305
650000000,230.0,100.0,3.0,2.0,Manado Kota,Sulawesi Utara,Rumah,2826086.9565217393,0.43478260869565216
4600000000,230.0,160.0,4.0,3.0,Semarang Kota,Jawa Tengah,Rumah,20000000.0,0.6956521739130435
800000000,230.0,160.0,4.0,2.0,Manado Kota,Sulawesi Utara,Rumah,3478260.8695652173,0.6956521739130435
600000000,230.0,110.0,3.0,3.0,Pekanbaru Kota,Riau,Rumah,2608695.652173913,0.4782608695652174
490000000,230.0,48.0,2.0,1.0,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah,2130434.782608696,0.20869565217391303
1805000000,229.0,135.0,4.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,7882096.069868996,0.5895196506550219
700000000,228.0,228.0,4.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,3070175.4385964912,1.0
2000000000,228.0,330.0,5.0,3.0,Manado Kota,Sulawesi Utara,Rumah,8771929.824561404,1.4473684210526316
2400000000,228.0,160.0,3.0,3.0,Batam Kota,Kepulauan Riau,Rumah,10526315.789473685,0.7017543859649122
1898000000,228.0,135.0,4.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,8324561.403508772,0.5921052631578947
550000000,226.0,120.0,4.0,1.0,Manado Kota,Sulawesi Utara,Rumah,2433628.318584071,0.5309734513274337
3500000000,226.0,200.0,5.0,4.0,Cimahi Kota,Jawa Barat,Rumah,15486725.663716814,0.8849557522123894
600000000,226.0,220.0,4.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,2654867.256637168,0.9734513274336283
1100000000,225.0,200.0,4.0,4.0,Palembang Kota,Sumatra Selatan,Rumah,4888888.888888889,0.8888888888888888
650000000,225.0,120.0,3.0,1.0,Bukittinggi Kota,Sumatra Barat,Rumah,2888888.888888889,0.5333333333333333
3800000000,225.0,198.0,4.0,5.0,Pekanbaru Kota,Riau,Rumah,16888888.888888888,0.88
2700000000,225.0,144.0,5.0,3.0,Jakarta Utara,Jakarta D.K.I.,Rumah,12000000.0,0.64
500000000,225.0,150.0,3.0,3.0,Pekanbaru Kota,Riau,Rumah,2222222.222222222,0.6666666666666666
3500000000,225.0,420.0,7.0,3.0,Batam Kota,Kepulauan Riau,Rumah,15555555.555555556,1.8666666666666667
3200000000,225.0,185.0,5.0,4.0,Balikpapan Kota,Kalimantan Timur,Rumah,14222222.222222222,0.8222222222222222
4300000000,224.0,224.0,4.0,4.0,Makassar Kota,Sulawesi Selatan,Rumah,19196428.57142857,1.0
3000000000,223.0,160.0,2.0,4.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,13452914.798206277,0.7174887892376681
980000000,223.0,110.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,4394618.8340807175,0.49327354260089684
1600000000,221.0,124.0,3.0,2.0,Banda Aceh Kota,Aceh D.I.,Rumah,7239819.004524887,0.5610859728506787
1200000000,221.0,90.0,3.0,1.0,Berau Kab.,Kalimantan Timur,Rumah,5429864.253393665,0.4072398190045249
850000000,221.0,150.0,3.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,3846153.846153846,0.6787330316742082
3500000000,220.0,200.0,2.0,2.0,Kab. Badung,Bali,Rumah,15909090.909090908,0.9090909090909091
1075000000,220.0,128.0,4.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,4886363.636363637,0.5818181818181818
1500000000,220.0,180.0,6.0,4.0,Palembang Kota,Sumatra Selatan,Rumah,6818181.818181818,0.8181818181818182
3900000000,220.0,120.0,5.0,4.0,Semarang Kota,Jawa Tengah,Rumah,17727272.727272727,0.5454545454545454
1600000000,220.0,90.0,1.0,1.0,Makassar Kota,Sulawesi Selatan,Rumah,7272727.2727272725,0.4090909090909091
1400000000,220.0,185.0,4.0,2.0,Padang Kota,Sumatra Barat,Rumah,6363636.363636363,0.8409090909090909
2100000000,220.0,120.0,5.0,3.0,Tangerang Kota,Banten,Rumah,9545454.545454545,0.5454545454545454
3600000000,220.0,280.0,4.0,4.0,Bekasi Kota,Jawa Barat,Rumah,16363636.363636363,1.2727272727272727
7000000000,220.0,550.0,4.0,5.0,Jakarta Selatan,Jakarta D.K.I.,Rumah,31818181.818181816,2.5
1500000000,220.0,170.0,4.0,4.0,Pekanbaru Kota,Riau,Rumah,6818181.818181818,0.7727272727272727
2450000000,220.0,150.0,3.0,3.0,Bekasi Kota,Jawa Barat,Rumah,11136363.636363637,0.6818181818181818
540000000,219.0,157.0,3.0,3.0,Padang Panjang Kota,Sumatra Barat,Rumah,2465753.4246575343,0.7168949771689498
2000000000,219.0,120.0,5.0,2.0,Bandar Lampung Kota,Lampung,Rumah,9132420.0913242,0.547945205479452
775000000,218.0,200.0,3.0,3.0,Palembang Kota,Sumatra Selatan,Rumah,3555045.871559633,0.9174311926605505
960000000,218.0,198.0,3.0,3.0,Musi Banyuasin Kab.,Sumatra Selatan,Rumah,4403669.724770642,0.908256880733945
4750000000,218.0,330.0,5.0,4.0,Tangerang Selatan Kota,Banten,Rumah,21788990.82568807,1.5137614678899083
480000000,218.0,128.0,3.0,1.0,Pekanbaru Kota,Riau,Rumah,2201834.862385321,0.5871559633027523
1600000000,217.0,100.0,3.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,7373271.889400922,0.4608294930875576
2200000000,216.0,114.0,4.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,10185185.185185185,0.5277777777777778
700000000,216.0,200.0,4.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,3240740.7407407407,0.9259259259259259
1750000000,216.0,170.0,4.0,2.0,Balikpapan Kota,Kalimantan Timur,Rumah,8101851.851851852,0.7870370370370371
800000000,216.0,200.0,2.0,1.0,Pontianak Kota,Kalimantan Barat,Rumah,3703703.703703704,0.9259259259259259
900000000,215.0,125.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,4186046.511627907,0.5813953488372093
3200000000,215.0,336.0,3.0,4.0,Batam Kota,Kepulauan Riau,Rumah,14883720.930232558,1.5627906976744186
475400000,215.0,132.5,3.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,2211162.7906976743,0.6162790697674418
295000000,215.0,45.0,2.0,1.0,Pontianak Kota,Kalimantan Barat,Rumah,1372093.0232558139,0.20930232558139536
2900000000,214.0,150.0,3.0,2.0,Mataram Kota,Nusa Tenggara Barat,Rumah,13551401.869158879,0.7009345794392523
950000000,214.0,96.0,4.0,4.0,Samarinda Kota,Kalimantan Timur,Rumah,4439252.336448598,0.4485981308411215
2800000000,213.0,200.0,3.0,2.0,Tangerang Selatan Kota,Banten,Rumah,13145539.906103287,0.9389671361502347
800000000,213.0,120.0,2.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,3755868.544600939,0.5633802816901409
2750000000,212.0,180.0,4.0,3.0,Tangerang Selatan Kota,Banten,Rumah,12971698.113207547,0.8490566037735849
850000000,212.0,452.0,3.0,2.0,Padang Kota,Sumatra Barat,Rumah,4009433.962264151,2.1320754716981134
755000000,211.0,80.0,3.0,2.0,Bandar Lampung Kota,Lampung,Rumah,3578199.0521327015,0.3791469194312796
995000000,210.0,100.0,3.0,2.0,Padang Kota,Sumatra Barat,Rumah,4738095.238095238,0.47619047619047616
3700000000,210.0,210.0,4.0,3.0,Aceh Besar Kab.,Aceh D.I.,Rumah,17619047.61904762,1.0
890000000,210.0,75.0,3.0,2.0,Medan Kota,Sumatra Utara,Rumah,4238095.238095238,0.35714285714285715
3200000000,210.0,180.0,4.0,3.0,Aceh Besar Kab.,Aceh D.I.,Rumah,15238095.238095239,0.8571428571428571
1800000000,210.0,95.0,3.0,3.0,Bogor Kab.,Jawa Barat,Rumah,8571428.57142857,0.4523809523809524
1200000000,210.0,210.0,4.0,3.0,Surakarta Kota,Jawa Tengah,Rumah,5714285.714285715,1.0
1300000000,210.0,210.0,3.0,2.0,Semarang Kota,Jawa Tengah,Rumah,6190476.19047619,1.0
2100000000,210.0,80.0,3.0,3.0,Penajam Paser Utara Kab.,Kalimantan Timur,Rumah,10000000.0,0.38095238095238093
900000000,210.0,200.0,4.0,3.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,4285714.285714285,0.9523809523809523
700000000,210.0,180.0,3.0,2.0,Banjarbaru Kota,Kalimantan Selatan,Rumah,3333333.3333333335,0.8571428571428571
8000000000,210.0,310.0,4.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,38095238.0952381,1.4761904761904763
1300000000,209.0,339.0,6.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,6220095.693779904,1.6220095693779903
5200000000,208.0,245.0,4.0,4.0,Tangerang Selatan Kota,Banten,Rumah,25000000.0,1.1778846153846154
3000000000,208.0,180.0,4.0,4.0,Surabaya Kota,Jawa Timur,Rumah,14423076.923076924,0.8653846153846154
1300000000,208.0,70.0,2.0,2.0,Bandung Kota,Jawa Barat,Rumah,6250000.0,0.33653846153846156
1900000000,208.0,120.0,4.0,2.0,Makassar Kota,Sulawesi Selatan,Rumah,9134615.384615384,0.5769230769230769
6500000000,208.0,280.0,4.0,4.0,Tangerang Kab.,Banten,Rumah,31250000.0,1.3461538461538463
400000000,208.0,120.0,3.0,2.0,Bandar Lampung Kota,Lampung,Rumah,1923076.923076923,0.5769230769230769
4500000000,207.0,290.0,4.0,5.0,Batam Kota,Kepulauan Riau,Rumah,21739130.43478261,1.4009661835748792
1100000000,206.0,215.0,3.0,2.0,Medan Kota,Sumatra Utara,Rumah,5339805.825242719,1.0436893203883495
1400000000,206.0,200.0,3.0,3.0,Palembang Kota,Sumatra Selatan,Rumah,6796116.504854369,0.970873786407767
6300000000,206.0,350.0,4.0,3.0,Jakarta Selatan,Jakarta D.K.I.,Rumah,30582524.27184466,1.6990291262135921
3000000000,206.0,200.0,3.0,3.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,14563106.796116505,0.970873786407767
5500000000,205.0,300.0,6.0,5.0,Aceh Besar Kab.,Aceh D.I.,Rumah,26829268.292682927,1.4634146341463414
4000000000,205.0,200.0,2.0,2.0,Kab. Badung,Bali,Rumah,19512195.12195122,0.975609756097561
559900000,204.0,65.0,2.0,1.0,Banda Aceh Kota,Aceh D.I.,Rumah,2744607.843137255,0.31862745098039214
2200000000,204.0,108.0,4.0,5.0,Palembang Kota,Sumatra Selatan,Rumah,10784313.725490196,0.5294117647058824
600000000,204.0,156.0,3.0,2.0,Minahasa Kab.,Sulawesi Utara,Rumah,2941176.470588235,0.7647058823529411
1250000000,203.0,120.0,3.0,3.0,Batam Kota,Kepulauan Riau,Rumah,6157635.467980295,0.5911330049261084
1700000000,202.0,160.0,4.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,8415841.584158415,0.7920792079207921
2600000000,201.0,140.0,3.0,2.0,Aceh Besar Kab.,Aceh D.I.,Rumah,12935323.383084577,0.6965174129353234
4500000000,201.0,58.0,2.0,1.0,Semarang Kota,Jawa Tengah,Rumah,22388059.701492537,0.2885572139303483
1600000000,201.0,190.0,3.0,2.0,Bantul Kab.,Yogyakarta D.I.,Rumah,7960199.004975124,0.945273631840796
875000000,200.0,50.0,2.0,1.0,Padang Kota,Sumatra Barat,Rumah,4375000.0,0.25
540000000,200.0,50.0,2.0,1.0,Padang Kota,Sumatra Barat,Rumah,2700000.0,0.25
5000000000,200.0,250.0,4.0,4.0,Kab. Badung,Bali,Rumah,25000000.0,1.25
3500000000,200.0,226.0,5.0,5.0,Manado Kota,Sulawesi Utara,Rumah,17500000.0,1.13
3600000000,200.0,212.0,5.0,5.0,Manado Kota,Sulawesi Utara,Rumah,18000000.0,1.06
875000000,200.0,60.0,2.0,1.0,Padang Kota,Sumatra Barat,Rumah,4375000.0,0.3
6100000000,200.0,307.0,5.0,5.0,Jakarta Barat,Jakarta D.K.I.,Rumah,30500000.0,1.535
450000000,200.0,200.0,6.0,3.0,Padang Kota,Sumatra Barat,Rumah,2250000.0,1.0
2100000000,200.0,100.0,3.0,2.0,Kab. Badung,Bali,Rumah,10500000.0,0.5
1900000000,200.0,144.0,4.0,3.0,Manado Kota,Sulawesi Utara,Rumah,9500000.0,0.72
1050000000,200.0,130.0,2.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,5250000.0,0.65
2500000000,200.0,175.0,6.0,6.0,Palembang Kota,Sumatra Selatan,Rumah,12500000.0,0.875
2000000000,200.0,180.0,5.0,4.0,Manado Kota,Sulawesi Utara,Rumah,10000000.0,0.9
1200000000,200.0,90.0,2.0,1.0,Manado Kota,Sulawesi Utara,Rumah,6000000.0,0.45
5900000000,200.0,255.0,3.0,4.0,Aceh Besar Kab.,Aceh D.I.,Rumah,29500000.0,1.275
3500000000,200.0,350.0,5.0,2.0,Jakarta Timur,Jakarta D.K.I.,Rumah,17500000.0,1.75
3650000000,200.0,400.0,5.0,4.0,Makassar Kota,Sulawesi Selatan,Rumah,18250000.0,2.0
1000000000,200.0,90.0,3.0,2.0,Banda Aceh Kota,Aceh D.I.,Rumah,5000000.0,0.45
3888888888,200.0,280.0,6.0,5.0,Palembang Kota,Sumatra Selatan,Rumah,19444444.44,1.4
2800000000,200.0,300.0,5.0,4.0,Malang Kota,Jawa Timur,Rumah,14000000.0,1.5
699000000,200.0,120.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,3495000.0,0.6
3300000000,200.0,400.0,4.0,3.0,Palembang Kota,Sumatra Selatan,Rumah,16500000.0,2.0
1800000000,200.0,167.0,3.0,3.0,Palembang Kota,Sumatra Selatan,Rumah,9000000.0,0.835
1300000000,200.0,60.0,4.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,6500000.0,0.3
650000000,200.0,70.0,3.0,2.0,Banda Aceh Kota,Aceh D.I.,Rumah,3250000.0,0.35
1200000000,200.0,220.0,4.0,2.0,Medan Kota,Sumatra Utara,Rumah,6000000.0,1.1
2250000000,200.0,320.0,5.0,5.0,Medan Kota,Sumatra Utara,Rumah,11250000.0,1.6
4000000000,200.0,120.0,2.0,3.0,Kab. Badung,Bali,Rumah,20000000.0,0.6
4600000000,200.0,130.0,2.0,2.0,Kab. Badung,Bali,Rumah,23000000.0,0.65
4400000000,200.0,275.0,3.0,3.0,Kab. Badung,Bali,Rumah,22000000.0,1.375
1975000000,200.0,100.0,3.0,2.0,Tangerang Selatan Kota,Banten,Rumah,9875000.0,0.5
2700000000,200.0,150.0,3.0,2.0,Tangerang Selatan Kota,Banten,Rumah,13500000.0,0.75
1600000000,200.0,70.0,5.0,2.0,Solok Kota,Sumatra Barat,Rumah,8000000.0,0.35
1200000000,200.0,166.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,6000000.0,0.83
2100000000,200.0,290.0,5.0,5.0,Bukittinggi Kota,Sumatra Barat,Rumah,10500000.0,1.45
995000000,200.0,110.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,4975000.0,0.55
2700000000,200.0,250.0,6.0,4.0,Medan Kota,Sumatra Utara,Rumah,13500000.0,1.25
5000000000,200.0,221.0,4.0,3.0,Tangerang Kota,Banten,Rumah,25000000.0,1.105
3500000000,200.0,350.0,5.0,5.0,Rembang Kab.,Jawa Tengah,Rumah,17500000.0,1.75
2175000000,200.0,180.0,4.0,3.0,Aceh Besar Kab.,Aceh D.I.,Rumah,10875000.0,0.9
299000000,200.0,132.0,3.0,1.0,Pekanbaru Kota,Riau,Rumah,1495000.0,0.66
3400000000,200.0,153.0,3.0,3.0,Tabanan Kab.,Bali,Rumah,17000000.0,0.765
2700000000,200.0,200.0,3.0,2.0,Gianyar Kab.,Bali,Rumah,13500000.0,1.0
7000000000,200.0,200.0,3.0,4.0,Kab. Badung,Bali,Rumah,35000000.0,1.0
3900000000,200.0,110.0,2.0,2.0,Kab. Badung,Bali,Rumah,19500000.0,0.55
1790000000,200.0,96.0,3.0,1.0,Medan Kota,Sumatra Utara,Rumah,8950000.0,0.48
5800000000,200.0,120.0,4.0,3.0,Medan Kota,Sumatra Utara,Rumah,29000000.0,0.6
7000000000,200.0,250.0,3.0,4.0,Kab. Badung,Bali,Rumah,35000000.0,1.25
3265000000,200.0,145.0,5.0,3.0,Manado Kota,Sulawesi Utara,Rumah,16325000.0,0.725
4000000000,200.0,400.0,5.0,4.0,Makassar Kota,Sulawesi Selatan,Rumah,20000000.0,2.0
4500000000,200.0,400.0,4.0,3.0,Makassar Kota,Sulawesi Selatan,Rumah,22500000.0,2.0
1075000000,200.0,220.0,5.0,4.0,Pekanbaru Kota,Riau,Rumah,5375000.0,1.1
1300000000,200.0,120.0,4.0,4.0,Pekanbaru Kota,Riau,Rumah,6500000.0,0.6
1750000000,200.0,100.0,2.0,2.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,8750000.0,0.5
1300000000,200.0,150.0,4.0,3.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,6500000.0,0.75
2200000000,200.0,150.0,2.0,2.0,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah,11000000.0,0.75
3500000000,200.0,200.0,2.0,2.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,17500000.0,1.0
1200000000,200.0,150.0,4.0,3.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,6000000.0,0.75
700000000,200.0,200.0,2.0,2.0,Mataram Kota,Nusa Tenggara Barat,Rumah,3500000.0,1.0
1800000000,200.0,240.0,8.0,8.0,Mataram Kota,Nusa Tenggara Barat,Rumah,9000000.0,1.2
695000000,200.0,150.0,3.0,1.0,Bandar Lampung Kota,Lampung,Rumah,3475000.0,0.75
700000000,200.0,180.0,2.0,1.0,Bandar Lampung Kota,Lampung,Rumah,3500000.0,0.9
3800000000,200.0,280.0,5.0,6.0,Batam Kota,Kepulauan Riau,Rumah,19000000.0,1.4
4700000000,200.0,300.0,5.0,5.0,Batam Kota,Kepulauan Riau,Rumah,23500000.0,1.5
1300000000,200.0,300.0,3.0,3.0,Batam Kota,Kepulauan Riau,Rumah,6500000.0,1.5
2750000000,200.0,220.0,4.0,3.0,Batam Kota,Kepulauan Riau,Rumah,13750000.0,1.1
1400000000,200.0,90.0,4.0,1.0,Batam Kota,Kepulauan Riau,Rumah,7000000.0,0.45
1400000000,200.0,90.0,3.0,1.0,Batam Kota,Kepulauan Riau,Rumah,7000000.0,0.45
550000000,200.0,100.0,3.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,2750000.0,0.5
300000000,200.0,80.0,2.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,1500000.0,0.4
695000000,200.0,65.0,2.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,3475000.0,0.325
3300000000,200.0,200.0,4.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,16500000.0,1.0
1600000000,200.0,300.0,3.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,8000000.0,1.5
577000000,200.0,160.0,4.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,2885000.0,0.8
165000000,200.0,200.0,3.0,1.0,Banjarbaru Kota,Kalimantan Selatan,Rumah,825000.0,1.0
2000000000,200.0,200.0,4.0,3.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,10000000.0,1.0
850000000,200.0,150.0,2.0,2.0,Banjar Kab.,Kalimantan Selatan,Rumah,4250000.0,0.75
800000000,200.0,150.0,3.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,4000000.0,0.75
290000000,200.0,50.0,2.0,1.0,Banjarbaru Kota,Kalimantan Selatan,Rumah,1450000.0,0.25
795000000,200.0,190.0,4.0,3.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,3975000.0,0.95
750000000,200.0,170.0,4.0,3.0,Banjar Kab.,Kalimantan Selatan,Rumah,3750000.0,0.85
700000000,200.0,165.0,3.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,3500000.0,0.825
1600000000,200.0,98.0,3.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,8000000.0,0.49
295000000,200.0,131.0,3.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,1475000.0,0.655
880000000,200.0,100.0,3.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,4400000.0,0.5
2200000000,200.0,180.0,4.0,3.0,Sintang Kab.,Kalimantan Barat,Rumah,11000000.0,0.9
1200000000,200.0,98.0,3.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,6000000.0,0.49
