Price,LT,LB,KT,KM,Kota/Kab,Provinsi,Type,harga_per_m2,ratio_bangunan_tanah
715000000,138.0,64.0,2.0,2.0,Padang Kota,Sumatra Barat,Rumah,5181159.420289855,0.463768115942029
750000000,138.0,108.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,5434782.608695652,0.782608695652174
725000000,138.0,70.0,2.0,2.0,Padang Kota,Sumatra Barat,Rumah,5253623.188405797,0.5072463768115942
450000000,138.0,60.0,2.0,1.0,Banda Aceh Kota,Aceh D.I.,Rumah,3260869.565217391,0.43478260869565216
620000000,138.0,80.0,3.0,2.0,Bandar Lampung Kota,Lampung,Rumah,4492753.623188406,0.5797101449275363
3800000000,137.0,137.0,4.0,4.0,Tangerang Kota,Banten,Rumah,27737226.277372263,1.0
1700000000,137.0,250.0,3.0,3.0,Majalengka Kab.,Jawa Barat,Rumah,12408759.12408759,1.8248175182481752
450000000,137.0,60.0,2.0,2.0,Lima Puluh Kota Kab.,Sumatra Barat,Rumah,3284671.5328467153,0.43795620437956206
800000000,137.0,100.0,3.0,2.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,5839416.05839416,0.7299270072992701
500000000,136.0,150.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,3676470.588235294,1.1029411764705883
2700000000,136.0,200.0,3.0,4.0,Kab. Badung,Bali,Rumah,19852941.17647059,1.4705882352941178
650000000,136.0,136.0,2.0,1.0,Padang Pariaman Kab.,Sumatra Barat,Rumah,4779411.764705882,1.0
4980000000,136.0,172.0,2.0,2.0,Kab. Badung,Bali,Rumah,36617647.058823526,1.2647058823529411
3150000000,136.0,142.0,3.0,3.0,Semarang Kota,Jawa Tengah,Rumah,23161764.70588235,1.0441176470588236
2100000000,136.0,150.0,4.0,1.0,Bogor Kab.,Jawa Barat,Rumah,15441176.470588235,1.1029411764705883
385000000,136.0,70.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,2830882.3529411764,0.5147058823529411
550000000,136.0,90.0,3.0,3.0,Mataram Kota,Nusa Tenggara Barat,Rumah,4044117.6470588236,0.6617647058823529
1350000000,136.0,90.0,2.0,2.0,Batam Kota,Kepulauan Riau,Rumah,9926470.588235294,0.6617647058823529
2400000000,136.0,120.0,3.0,3.0,Batam Kota,Kepulauan Riau,Rumah,17647058.82352941,0.8823529411764706
2450000000,136.0,220.0,4.0,4.0,Batam Kota,Kepulauan Riau,Rumah,18014705.88235294,1.6176470588235294
2000000000,136.0,98.0,3.0,3.0,Batam Kota,Kepulauan Riau,Rumah,14705882.352941176,0.7205882352941176
1900000000,136.0,190.0,4.0,3.0,Surabaya Kota,Jawa Timur,Rumah,13970588.235294119,1.3970588235294117
3950000000,135.0,210.0,4.0,5.0,Surabaya Kota,Jawa Timur,Rumah,29259259.259259257,1.5555555555555556
130000000,135.0,100.0,2.0,1.0,Kubu Raya Kab.,Kalimantan Barat,Rumah,962962.9629629629,0.7407407407407407
2350000000,135.0,225.0,5.0,5.0,Bandung Kota,Jawa Barat,Rumah,17407407.407407407,1.6666666666666667
3500000000,135.0,400.0,5.0,4.0,Aceh Besar Kab.,Aceh D.I.,Rumah,25925925.925925925,2.962962962962963
1900000000,135.0,100.0,3.0,2.0,Gowa Kab.,Sulawesi Selatan,Rumah,14074074.074074075,0.7407407407407407
2400000000,135.0,160.0,5.0,4.0,Surabaya Kota,Jawa Timur,Rumah,17777777.777777776,1.1851851851851851
650000000,135.0,100.0,2.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,4814814.814814814,0.7407407407407407
1100000000,135.0,160.0,2.0,3.0,Musi Banyuasin Kab.,Sumatra Selatan,Rumah,8148148.148148148,1.1851851851851851
380000000,135.0,50.0,2.0,1.0,Sleman Kab.,Yogyakarta D.I.,Rumah,2814814.814814815,0.37037037037037035
700000000,135.0,100.0,3.0,2.0,Padang Kota,Sumatra Barat,Rumah,5185185.185185186,0.7407407407407407
350000000,135.0,80.0,2.0,2.0,Kampar Kab.,Riau,Rumah,2592592.592592593,0.5925925925925926
910000000,135.0,120.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,6740740.740740741,0.8888888888888888
650000000,135.0,135.0,4.0,3.0,Padang Kota,Sumatra Barat,Rumah,4814814.814814814,1.0
488000000,135.0,45.0,2.0,1.0,Banda Aceh Kota,Aceh D.I.,Rumah,3614814.814814815,0.3333333333333333
1500000000,135.0,151.0,4.0,2.0,Aceh Besar Kab.,Aceh D.I.,Rumah,11111111.111111112,1.1185185185185185
625000000,135.0,99.0,3.0,2.0,Manado Kota,Sulawesi Utara,Rumah,4629629.62962963,0.7333333333333333
1300000000,135.0,120.0,3.0,2.0,Makassar Kota,Sulawesi Selatan,Rumah,9629629.629629629,0.8888888888888888
730000000,135.0,75.0,3.0,3.0,Pekanbaru Kota,Riau,Rumah,5407407.407407408,0.5555555555555556
750000000,135.0,125.0,2.0,3.0,Mataram Kota,Nusa Tenggara Barat,Rumah,5555555.555555556,0.9259259259259259
450000000,135.0,120.0,2.0,2.0,Bandar Lampung Kota,Lampung,Rumah,3333333.3333333335,0.8888888888888888
449000000,135.0,100.0,2.0,2.0,Bandar Lampung Kota,Lampung,Rumah,3325925.925925926,0.7407407407407407
470000000,135.0,120.0,3.0,2.0,Lampung Selatan Kab.,Lampung,Rumah,3481481.4814814813,0.8888888888888888
1420000000,135.0,190.0,1.0,2.0,Batam Kota,Kepulauan Riau,Rumah,10518518.518518519,1.4074074074074074
2350000000,135.0,170.0,3.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,17407407.407407407,1.2592592592592593
2350000000,135.0,170.0,4.0,4.0,Balikpapan Kota,Kalimantan Timur,Rumah,17407407.407407407,1.2592592592592593
2350000000,135.0,170.0,1.0,4.0,Balikpapan Kota,Kalimantan Timur,Rumah,17407407.407407407,1.2592592592592593
890000000,135.0,100.0,3.0,2.0,Samarinda Kota,Kalimantan Timur,Rumah,6592592.592592592,0.7407407407407407
210000000,135.0,65.0,2.0,1.0,Banjarbaru Kota,Kalimantan Selatan,Rumah,1555555.5555555555,0.48148148148148145
450000000,135.0,65.0,2.0,1.0,Pontianak Kota,Kalimantan Barat,Rumah,3333333.3333333335,0.48148148148148145
195000000,135.0,108.0,2.0,1.0,Pontianak Kota,Kalimantan Barat,Rumah,1444444.4444444445,0.8
2080000000,135.0,96.0,3.0,3.0,Batam Kota,Kepulauan Riau,Rumah,15407407.407407407,0.7111111111111111
670000000,135.0,135.0,3.0,2.0,Banjarbaru Kota,Kalimantan Selatan,Rumah,4962962.962962963,1.0
650000000,134.0,80.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,4850746.268656717,0.5970149253731343
1461000000,134.0,140.0,2.0,2.0,Tabanan Kab.,Bali,Rumah,10902985.074626865,1.044776119402985
1200000000,134.0,52.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,8955223.880597016,0.3880597014925373
1100000000,134.0,134.0,3.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,8208955.223880597,1.0
1997000000,134.0,75.0,2.0,2.0,Kab. Badung,Bali,Rumah,14902985.074626865,0.5597014925373134
435000000,134.0,125.0,8.0,3.0,Pekanbaru Kota,Riau,Rumah,3246268.656716418,0.9328358208955224
260000000,134.0,60.0,1.0,1.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,1940298.5074626866,0.44776119402985076
1350000000,134.0,105.0,2.0,2.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,10074626.865671642,0.7835820895522388
3700000000,133.0,250.0,3.0,4.0,Tangerang Selatan Kota,Banten,Rumah,27819548.87218045,1.8796992481203008
425000000,133.0,47.0,2.0,1.0,Palembang Kota,Sumatra Selatan,Rumah,3195488.7218045113,0.3533834586466165
1650000000,133.0,133.0,2.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,12406015.037593985,1.0
400000000,133.0,91.0,2.0,1.0,Padang Kota,Sumatra Barat,Rumah,3007518.796992481,0.6842105263157895
800000000,133.0,120.0,3.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,6015037.593984962,0.9022556390977443
1300000000,133.0,133.0,3.0,2.0,Makassar Kota,Sulawesi Selatan,Rumah,9774436.090225564,1.0
854000000,133.0,70.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,6421052.631578947,0.5263157894736842
630000000,133.0,72.0,2.0,2.0,Pekanbaru Kota,Riau,Rumah,4736842.105263158,0.5413533834586466
230000000,133.0,80.0,3.0,2.0,Bandar Lampung Kota,Lampung,Rumah,1729323.3082706768,0.6015037593984962
1000000000,132.0,136.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,7575757.575757576,1.0303030303030303
750000000,132.0,132.0,3.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,5681818.181818182,1.0
2500000000,132.0,144.0,3.0,3.0,Aceh Besar Kab.,Aceh D.I.,Rumah,18939393.939393938,1.0909090909090908
973000000,132.0,88.0,3.0,2.0,Minahasa Utara Kab.,Sulawesi Utara,Rumah,7371212.121212121,0.6666666666666666
918000000,132.0,88.0,3.0,2.0,Minahasa Utara Kab.,Sulawesi Utara,Rumah,6954545.454545454,0.6666666666666666
400000000,132.0,110.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,3030303.0303030303,0.8333333333333334
450000000,132.0,108.0,3.0,1.0,Mataram Kota,Nusa Tenggara Barat,Rumah,3409090.909090909,0.8181818181818182
1300000000,132.0,264.0,3.0,3.0,Samarinda Kota,Kalimantan Timur,Rumah,9848484.848484848,2.0
899000000,132.0,132.0,3.0,1.0,Banjar Kab.,Kalimantan Selatan,Rumah,6810606.060606061,1.0
650000000,132.0,80.0,3.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,4924242.424242424,0.6060606060606061
650000000,132.0,132.0,3.0,2.0,Banjarbaru Kota,Kalimantan Selatan,Rumah,4924242.424242424,1.0
750000000,132.0,112.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,5681818.181818182,0.8484848484848485
280000000,132.0,117.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,2121212.121212121,0.8863636363636364
1750000000,131.0,155.0,5.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,13358778.625954198,1.183206106870229
3500000000,131.0,126.0,3.0,4.0,Kab. Badung,Bali,Rumah,26717557.251908395,0.9618320610687023
980000000,131.0,131.0,3.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,7480916.030534351,1.0
999000000,131.0,114.0,2.0,2.0,Pekanbaru Kota,Riau,Rumah,7625954.198473282,0.8702290076335878
3280000000,130.0,65.0,1.0,1.0,Kab. Badung,Bali,Rumah,25230769.230769232,0.5
800000000,130.0,100.0,4.0,2.0,Padang Kota,Sumatra Barat,Rumah,6153846.153846154,0.7692307692307693
1950000000,130.0,180.0,4.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,15000000.0,1.3846153846153846
340000000,130.0,50.0,2.0,1.0,Aceh Besar Kab.,Aceh D.I.,Rumah,2615384.6153846155,0.38461538461538464
600000000,130.0,43.0,2.0,1.0,Palembang Kota,Sumatra Selatan,Rumah,4615384.615384615,0.33076923076923076
850000000,130.0,114.0,2.0,3.0,Palembang Kota,Sumatra Selatan,Rumah,6538461.538461538,0.8769230769230769
450000000,130.0,60.0,2.0,1.0,Banda Aceh Kota,Aceh D.I.,Rumah,3461538.4615384615,0.46153846153846156
380000000,130.0,65.0,2.0,1.0,Aceh Besar Kab.,Aceh D.I.,Rumah,2923076.923076923,0.5
205000000,130.0,36.0,2.0,1.0,Aceh Besar Kab.,Aceh D.I.,Rumah,1576923.076923077,0.27692307692307694
286000000,130.0,30.0,2.0,1.0,Kulon Progo Kab.,Yogyakarta D.I.,Rumah,2200000.0,0.23076923076923078
2200000000,130.0,130.0,3.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,16923076.923076924,1.0
3000000000,130.0,139.0,3.0,3.0,Kab. Badung,Bali,Rumah,23076923.076923076,1.0692307692307692
2000000000,130.0,168.0,3.0,2.0,Sabang Kota,Aceh D.I.,Rumah,15384615.384615384,1.2923076923076924
460000000,130.0,58.0,2.0,2.0,Pekanbaru Kota,Riau,Rumah,3538461.5384615385,0.4461538461538462
290000000,130.0,100.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,2230769.230769231,0.7692307692307693
315000000,130.0,36.0,2.0,1.0,Lombok Tengah Kab.,Nusa Tenggara Barat,Rumah,2423076.923076923,0.27692307692307694
975000000,130.0,85.0,3.0,3.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,7500000.0,0.6538461538461539
1450000000,130.0,190.0,4.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,11153846.153846154,1.4615384615384615
750000000,130.0,54.0,2.0,1.0,Samarinda Kota,Kalimantan Timur,Rumah,5769230.769230769,0.4153846153846154
360000000,130.0,70.0,2.0,1.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,2769230.769230769,0.5384615384615384
550000000,130.0,100.0,3.0,2.0,Banjar Kab.,Kalimantan Selatan,Rumah,4230769.230769231,0.7692307692307693
530000000,130.0,90.0,2.0,1.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,4076923.076923077,0.6923076923076923
395000000,130.0,54.0,2.0,1.0,Pekanbaru Kota,Riau,Rumah,3038461.5384615385,0.4153846153846154
950000000,129.0,129.0,4.0,2.0,Surabaya Kota,Jawa Timur,Rumah,7364341.0852713175,1.0
1350000000,129.0,120.0,4.0,3.0,Semarang Kota,Jawa Tengah,Rumah,10465116.279069768,0.9302325581395349
1800000000,129.0,243.0,2.0,3.0,Medan Kota,Sumatra Utara,Rumah,13953488.372093024,1.8837209302325582
1300000000,129.0,120.0,4.0,3.0,Semarang Kota,Jawa Tengah,Rumah,10077519.379844962,0.9302325581395349
990000000,129.0,160.0,4.0,2.0,Pekanbaru Kota,Riau,Rumah,7674418.604651162,1.2403100775193798
800000000,129.0,110.0,5.0,4.0,Bandar Lampung Kota,Lampung,Rumah,6201550.3875969,0.8527131782945736
1300000000,129.0,150.0,3.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,10077519.379844962,1.1627906976744187
593000000,128.0,65.0,3.0,1.0,Kulon Progo Kab.,Yogyakarta D.I.,Rumah,4632812.5,0.5078125
1300000000,128.0,120.0,3.0,1.0,Palembang Kota,Sumatra Selatan,Rumah,10156250.0,0.9375
650000000,128.0,150.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,5078125.0,1.171875
2500000000,128.0,110.0,4.0,3.0,Gowa Kab.,Sulawesi Selatan,Rumah,19531250.0,0.859375
2895000000,128.0,160.0,3.0,2.0,Surabaya Kota,Jawa Timur,Rumah,22617187.5,1.25
517000000,128.0,60.0,3.0,1.0,Kulon Progo Kab.,Yogyakarta D.I.,Rumah,4039062.5,0.46875
3150000000,128.0,200.0,4.0,4.0,Aceh Besar Kab.,Aceh D.I.,Rumah,24609375.0,1.5625
480000000,128.0,85.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,3750000.0,0.6640625
2200000000,128.0,250.0,6.0,5.0,Tangerang Kab.,Banten,Rumah,17187500.0,1.953125
4750000000,128.0,128.0,5.0,4.0,Surabaya Kota,Jawa Timur,Rumah,37109375.0,1.0
1700000000,128.0,85.0,3.0,2.0,Aceh Besar Kab.,Aceh D.I.,Rumah,13281250.0,0.6640625
760000000,128.0,76.0,3.0,1.0,Karanganyar Kab.,Jawa Tengah,Rumah,5937500.0,0.59375
2400000000,128.0,90.0,2.0,1.0,Jakarta Utara,Jakarta D.K.I.,Rumah,18750000.0,0.703125
3950000000,128.0,220.0,3.0,2.0,Jakarta Utara,Jakarta D.K.I.,Rumah,30859375.0,1.71875
2100000000,128.0,160.0,4.0,3.0,Surabaya Kota,Jawa Timur,Rumah,16406250.0,1.25
2200000000,128.0,120.0,4.0,3.0,Pekanbaru Kota,Riau,Rumah,17187500.0,0.9375
900000000,128.0,145.0,4.0,3.0,Bandar Lampung Kota,Lampung,Rumah,7031250.0,1.1328125
1500000000,128.0,250.0,5.0,5.0,Karimun Kab.,Kepulauan Riau,Rumah,11718750.0,1.953125
669000000,128.0,128.0,3.0,2.0,Batam Kota,Kepulauan Riau,Rumah,5226562.5,1.0
1150000000,128.0,83.0,3.0,2.0,Banjar Kab.,Kalimantan Selatan,Rumah,8984375.0,0.6484375
300000000,127.0,127.0,4.0,1.0,Padang Kota,Sumatra Barat,Rumah,2362204.724409449,1.0
2030000000,127.0,155.0,3.0,3.0,Padang Kota,Sumatra Barat,Rumah,15984251.968503937,1.220472440944882
362200000,127.0,50.0,2.0,1.0,Kulon Progo Kab.,Yogyakarta D.I.,Rumah,2851968.503937008,0.3937007874015748
550000000,127.0,99.0,3.0,2.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,4330708.661417323,0.7795275590551181
1880000000,126.0,160.0,4.0,3.0,Pontianak Kota,Kalimantan Barat,Rumah,14920634.92063492,1.2698412698412698
1200000000,126.0,245.0,3.0,3.0,Medan Kota,Sumatra Utara,Rumah,9523809.523809524,1.9444444444444444
1975000000,126.0,72.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,15674603.174603175,0.5714285714285714
2960000000,126.0,90.0,2.0,2.0,Simeulue Kab.,Aceh D.I.,Rumah,23492063.492063493,0.7142857142857143
3400000000,126.0,230.0,4.0,3.0,Jakarta Barat,Jakarta D.K.I.,Rumah,26984126.984126985,1.8253968253968254
765000000,126.0,75.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,6071428.571428572,0.5952380952380952
1500000000,126.0,170.0,6.0,5.0,Jakarta Selatan,Jakarta D.K.I.,Rumah,11904761.904761905,1.3492063492063493
2600000000,126.0,100.0,2.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,20634920.634920634,0.7936507936507936
1050000000,126.0,126.0,2.0,1.0,Sleman Kab.,Yogyakarta D.I.,Rumah,8333333.333333333,1.0
600000000,126.0,190.0,4.0,3.0,Pekanbaru Kota,Riau,Rumah,4761904.761904762,1.507936507936508
600000000,126.0,46.0,2.0,1.0,Semarang Kota,Jawa Tengah,Rumah,4761904.761904762,0.36507936507936506
3250000000,126.0,273.0,3.0,3.0,Surabaya Kota,Jawa Timur,Rumah,25793650.793650795,2.1666666666666665
1500000000,126.0,126.0,2.0,2.0,Makassar Kota,Sulawesi Selatan,Rumah,11904761.904761905,1.0
1000000000,126.0,126.0,1.0,3.0,Makassar Kota,Sulawesi Selatan,Rumah,7936507.936507937,1.0
300000000,126.0,70.0,2.0,1.0,Bandar Lampung Kota,Lampung,Rumah,2380952.380952381,0.5555555555555556
1350000000,126.0,160.0,5.0,4.0,Batam Kota,Kepulauan Riau,Rumah,10714285.714285715,1.2698412698412698
1800000000,126.0,79.0,3.0,2.0,Balikpapan Kota,Kalimantan Timur,Rumah,14285714.285714285,0.626984126984127
2800000000,126.0,135.0,3.0,2.0,Balikpapan Kota,Kalimantan Timur,Rumah,22222222.222222224,1.0714285714285714
2150000000,126.0,88.0,3.0,3.0,Balikpapan Kota,Kalimantan Timur,Rumah,17063492.063492063,0.6984126984126984
1200000000,126.0,100.0,3.0,1.0,Banjar Kab.,Kalimantan Selatan,Rumah,9523809.523809524,0.7936507936507936
380000000,125.0,42.0,2.0,1.0,Banda Aceh Kota,Aceh D.I.,Rumah,3040000.0,0.336
1700000000,125.0,120.0,3.0,2.0,Tangerang Selatan Kota,Banten,Rumah,13600000.0,0.96
1700000000,125.0,138.0,3.0,2.0,Denpasar Kota,Bali,Rumah,13600000.0,1.104
750000000,125.0,125.0,3.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,6000000.0,1.0
650000000,125.0,100.0,3.0,2.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,5200000.0,0.8
650000000,125.0,90.0,3.0,2.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,5200000.0,0.72
450000000,125.0,70.0,2.0,1.0,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah,3600000.0,0.56
670000000,125.0,70.0,1.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,5360000.0,0.56
2750000000,124.0,224.0,4.0,4.0,Medan Kota,Sumatra Utara,Rumah,22177419.35483871,1.8064516129032258
2250000000,124.0,95.0,4.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,18145161.29032258,0.7661290322580645
1260000000,124.0,92.0,2.0,2.0,Sleman Kab.,Yogyakarta D.I.,Rumah,10161290.322580645,0.7419354838709677
765000000,124.0,80.0,3.0,2.0,Pekanbaru Kota,Riau,Rumah,6169354.838709678,0.6451612903225806
164100000,124.0,50.0,3.0,2.0,Deli Serdang Kab.,Sumatra Utara,Rumah,1323387.0967741935,0.4032258064516129
500000000,124.0,150.0,4.0,3.0,Padang Kota,Sumatra Barat,Rumah,4032258.064516129,1.2096774193548387
2252000000,124.0,95.0,4.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,18161290.322580647,0.7661290322580645
2230000000,124.0,95.0,4.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,17983870.967741936,0.7661290322580645
424000000,124.0,55.0,2.0,1.0,Pekanbaru Kota,Riau,Rumah,3419354.8387096776,0.4435483870967742
750000000,124.0,200.0,5.0,4.0,Bandar Lampung Kota,Lampung,Rumah,6048387.096774193,1.6129032258064515
475000000,124.0,60.0,3.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,3830645.1612903224,0.4838709677419355
515000000,124.0,50.0,2.0,1.0,Kubu Raya Kab.,Kalimantan Barat,Rumah,4153225.806451613,0.4032258064516129
1600000000,123.0,86.0,3.0,3.0,Kab. Badung,Bali,Rumah,13008130.081300814,0.6991869918699187
1200000000,123.0,90.0,2.0,1.0,Bandung Kota,Jawa Barat,Rumah,9756097.56097561,0.7317073170731707
320000000,123.0,47.0,2.0,1.0,Mataram Kota,Nusa Tenggara Barat,Rumah,2601626.0162601625,0.3821138211382114
445000000,123.0,70.0,2.0,2.0,Bandar Lampung Kota,Lampung,Rumah,3617886.1788617885,0.5691056910569106
355000000,123.0,60.0,2.0,1.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,2886178.861788618,0.4878048780487805
700000000,123.0,123.0,2.0,1.0,Semarang Kota,Jawa Tengah,Rumah,5691056.910569105,1.0
395000000,122.0,155.0,5.0,2.0,Padang Kota,Sumatra Barat,Rumah,3237704.918032787,1.2704918032786885
405000000,122.0,57.0,3.0,1.0,Aceh Besar Kab.,Aceh D.I.,Rumah,3319672.131147541,0.4672131147540984
1850000000,122.0,242.0,4.0,4.0,Jakarta Selatan,Jakarta D.K.I.,Rumah,15163934.426229509,1.9836065573770492
1900000000,122.0,198.0,4.0,4.0,Makassar Kota,Sulawesi Selatan,Rumah,15573770.49180328,1.6229508196721312
2500000000,122.0,235.0,4.0,4.0,Makassar Kota,Sulawesi Selatan,Rumah,20491803.278688524,1.9262295081967213
600000000,122.0,122.0,2.0,1.0,Bandar Lampung Kota,Lampung,Rumah,4918032.786885246,1.0
700000000,122.0,122.0,3.0,2.0,Bandar Lampung Kota,Lampung,Rumah,5737704.918032787,1.0
850000000,122.0,50.0,3.0,1.0,Banjarmasin Kota,Kalimantan Selatan,Rumah,6967213.1147540985,0.4098360655737705
500000000,122.0,120.0,2.0,2.0,Pontianak Kota,Kalimantan Barat,Rumah,4098360.655737705,0.9836065573770492
600000000,121.0,100.0,2.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,4958677.685950413,0.8264462809917356
1000000000,121.0,154.0,4.0,4.0,Manado Kota,Sulawesi Utara,Rumah,8264462.809917355,1.2727272727272727
575000000,121.0,100.0,1.0,1.0,Mataram Kota,Nusa Tenggara Barat,Rumah,4752066.115702479,0.8264462809917356
450000000,121.0,45.0,2.0,1.0,Balikpapan Kota,Kalimantan Timur,Rumah,3719008.26446281,0.371900826446281
750000000,120.0,50.0,2.0,1.0,Padang Kota,Sumatra Barat,Rumah,6250000.0,0.4166666666666667
1800000000,120.0,100.0,2.0,2.0,Jakarta Timur,Jakarta D.K.I.,Rumah,15000000.0,0.8333333333333334
4200000000,120.0,160.0,3.0,3.0,Medan Kota,Sumatra Utara,Rumah,35000000.0,1.3333333333333333
789500000,120.0,38.0,1.0,1.0,Manado Kota,Sulawesi Utara,Rumah,6579166.666666667,0.31666666666666665
1445000000,120.0,70.0,2.0,1.0,Makassar Kota,Sulawesi Selatan,Rumah,12041666.666666666,0.5833333333333334
2044600000,120.0,129.0,3.0,3.0,Manado Kota,Sulawesi Utara,Rumah,17038333.333333332,1.075
1885200000,120.0,129.0,4.0,3.0,Tangerang Kab.,Banten,Rumah,15710000.0,1.075
4200000000,120.0,300.0,4.0,4.0,Aceh Besar Kab.,Aceh D.I.,Rumah,35000000.0,2.5
2800000000,120.0,100.0,3.0,2.0,Jakarta Utara,Jakarta D.K.I.,Rumah,23333333.333333332,0.8333333333333334
650000000,120.0,95.0,3.0,2.0,Banda Aceh Kota,Aceh D.I.,Rumah,5416666.666666667,0.7916666666666666
380000000,120.0,82.0,3.0,1.0,Makassar Kota,Sulawesi Selatan,Rumah,3166666.6666666665,0.6833333333333333
1890000000,120.0,118.0,4.0,3.0,Bogor Kab.,Jawa Barat,Rumah,15750000.0,0.9833333333333333
495000000,120.0,120.0,2.0,2.0,Lubuklinggau Kota,Sumatra Selatan,Rumah,4125000.0,1.0
609000000,120.0,70.0,2.0,1.0,Bogor Kab.,Jawa Barat,Rumah,5075000.0,0.5833333333333334
350000000,120.0,60.0,5.0,3.0,Manado Kota,Sulawesi Utara,Rumah,2916666.6666666665,0.5
2100000000,120.0,200.0,4.0,3.0,Surabaya Kota,Jawa Timur,Rumah,17500000.0,1.6666666666666667
1600000000,120.0,167.0,5.0,3.0,Musi Banyuasin Kab.,Sumatra Selatan,Rumah,13333333.333333334,1.3916666666666666
3920000000,120.0,120.0,3.0,2.0,Tangerang Kab.,Banten,Rumah,32666666.666666668,1.0
680000000,120.0,70.0,2.0,1.0,Dharmasraya Kab.,Sumatra Barat,Rumah,5666666.666666667,0.5833333333333334
290000000,120.0,42.0,2.0,1.0,Banda Aceh Kota,Aceh D.I.,Rumah,2416666.6666666665,0.35
450000000,120.0,80.0,3.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,3750000.0,0.6666666666666666
850000000,120.0,100.0,3.0,1.0,Sleman Kab.,Yogyakarta D.I.,Rumah,7083333.333333333,0.8333333333333334
500000000,120.0,80.0,2.0,2.0,Palembang Kota,Sumatra Selatan,Rumah,4166666.6666666665,0.6666666666666666
1100000000,120.0,86.0,2.0,1.0,Manado Kota,Sulawesi Utara,Rumah,9166666.666666666,0.7166666666666667
750000000,120.0,70.0,2.0,1.0,Depok Kota,Jawa Barat,Rumah,6250000.0,0.5833333333333334
900000000,120.0,120.0,3.0,3.0,Medan Kota,Sumatra Utara,Rumah,7500000.0,1.0
2800000000,120.0,160.0,3.0,3.0,Medan Kota,Sumatra Utara,Rumah,23333333.333333332,1.3333333333333333
1250000000,120.0,102.0,3.0,2.0,Semarang Kota,Jawa Tengah,Rumah,10416666.666666666,0.85
1750000000,120.0,160.0,4.0,3.0,Sleman Kab.,Yogyakarta D.I.,Rumah,14583333.333333334,1.3333333333333333
295000000,120.0,100.0,3.0,2.0,Banda Aceh Kota,Aceh D.I.,Rumah,2458333.3333333335,0.8333333333333334
700000000,120.0,100.0,2.0,1.0,Semarang Kota,Jawa Tengah,Rumah,5833333.333333333,0.8333333333333334
730000000,120.0,78.0,2.0,1.0,Palembang Kota,Sumatra Selatan,Rumah,6083333.333333333,0.65
2600000000,120.0,160.0,3.0,3.0,Jakarta Barat,Jakarta D.K.I.,Rumah,21666666.666666668,1.3333333333333333
