LT,KM,KT,LB,Price,Kota/Kab,Provinsi,Type
109,3,3,80,1.465.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
109,1,3,66,550.000.000,Pekanbaru Kota,Riau,Rumah
108,1,3,124,880.000.000,Medan Kota,Sumatra Utara,Rumah
108,1,2,36,166.000.000,Pekanbaru Kota,Riau,Rumah
108,3,3,108,1.500.000.000,Padang Kota,Sumatra Barat,Rumah
108,2,3,70,1.000.000.000,Bantul Kab.,Yogyakarta D.I.,Rumah
108,1,2,158,524.900.000,Medan Kota,Sumatra Utara,Rumah
108,2,3,72,1.700.000.000,Tangerang Kota,Banten,Rumah
108,3,5,120,950.000.000,Semarang Kota,Jawa Tengah,Rumah
108,3,3,95,2.291.000.000,Tangerang Kota,Banten,Rumah
108,2,2,55,910.500.000,Manado Kota,Sulawesi Utara,Rumah
108,2,2,55,899.500.000,Manado Kota,Sulawesi Utara,Rumah
108,2,3,108,300.000.000,Lombok Barat Kab.,Nusa Tenggara Barat,Rumah
108,2,3,80,450.000.000,Bandar Lampung Kota,Lampung,Rumah
108,1,2,78,1.630.000.000,Batam Kota,Kepulauan Riau,Rumah
108,1,3,76,800.000.000,Batam Kota,Kepulauan Riau,Rumah
108,1,2,36,47.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
108,2,2,81,850.000.000,Pontianak Kota,Kalimantan Barat,Rumah
107,2,3,107,842.200.000,Sleman Kab.,Yogyakarta D.I.,Rumah
107,2,3,60,975.000.000,Semarang Kota,Jawa Tengah,Rumah
107,3,3,107,1.200.000.000,Medan Kota,Sumatra Utara,Rumah
107,1,2,107,357.500.000,Bantul Kab.,Yogyakarta D.I.,Rumah
107,3,4,107,2.900.000.000,Medan Kota,Sumatra Utara,Apartemen
107,3,3,110,1.500.000.000,Bekasi Kab.,Jawa Barat,Rumah
107,2,2,60,380.000.000,Pekanbaru Kota,Riau,Rumah
107,2,3,70.5,577.900.000,Bandar Lampung Kota,Lampung,Rumah
106,2,3,0,775.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
106,2,2,54,560.000.000,Pekanbaru Kota,Riau,Rumah
106,1,2,60,475.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
106,2,3,106,578.000.000,Bandar Lampung Kota,Lampung,Rumah
105,3,3,250,780.000.000,Surabaya Kota,Jawa Timur,Rumah
105,3,3,121,2.000.000.000,Surabaya Kota,Jawa Timur,Rumah
105,2,3,82,1.330.000.000,Makassar Kota,Sulawesi Selatan,Rumah
105,2,4,96,1.580.616.000,Makassar Kota,Sulawesi Selatan,Rumah
105,3,4,110,1.590.000.000,Batu Kota,Jawa Timur,Rumah
105,2,2,48,700.000.000,Karawang Kab.,Jawa Barat,Rumah
105,3,3,115,830.000.000,Medan Kota,Sumatra Utara,Rumah
105,4,4,200,2.200.000.000,Surabaya Kota,Jawa Timur,Rumah
105,2,3,100,475.000.000,Manado Kota,Sulawesi Utara,Rumah
105,4,5,105,2.700.000.000,Makassar Kota,Sulawesi Selatan,Rumah
105,4,4,150,2.900.000.000,Depok Kota,Jawa Barat,Rumah
105,1,2,85,1.200.000.000,Makassar Kota,Sulawesi Selatan,Rumah
105,2,3,135,1.000.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
105,2,3,150,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
105,4,4,256,4.100.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
105,1,3,60,740.000.000,Palembang Kota,Sumatra Selatan,Rumah
105,1,2,36,310.000.000,Padang Kota,Sumatra Barat,Rumah
105,2,3,150,575.000.000,Palembang Kota,Sumatra Selatan,Rumah
105,1,2,42,263.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
105,3,3,160,3.250.000.000,Surabaya Kota,Jawa Timur,Rumah
105,4,3,180,2.500.000.000,Makassar Kota,Sulawesi Selatan,Rumah
105,2,3,120,2.000.000.000,Kab. Badung,Bali,Rumah
105,3,3,160,790.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
105,2,2,55,650.000.000,Makassar Kota,Sulawesi Selatan,Rumah
105,2,2,180,574.900.000,Medan Kota,Sumatra Utara,Rumah
105,1,2,60,607.500.000,Magelang Kota,Jawa Tengah,Rumah
105,2,3,76,856.089.000,Bantul Kab.,Yogyakarta D.I.,Rumah
105,1,2,36,175.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
105,1,2,70,850.000.000,Magelang Kota,Jawa Tengah,Rumah
105,2,3,85,1.000.000.000,Padang Kota,Sumatra Barat,Rumah
105,1,2,1,275.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
105,2,2,69,1.264.680.425,Manado Kota,Sulawesi Utara,Rumah
105,2,3,110,950.000.000,Palembang Kota,Sumatra Selatan,Rumah
105,1,2,55,965.000.000,Manado Kota,Sulawesi Utara,Rumah
105,2,2,54,695.100.000,Manado Kota,Sulawesi Utara,Rumah
105,2,3,105,1.300.000.000,Makassar Kota,Sulawesi Selatan,Rumah
105,2,2,70,450.000.000,Pekanbaru Kota,Riau,Rumah
105,3,3,75,650.000.000,Pekanbaru Kota,Riau,Rumah
105,2,2,60,685.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
105,4,3,125,985.000.000,Bandar Lampung Kota,Lampung,Rumah
105,1,2,90,280.000.000,Bandar Lampung Kota,Lampung,Rumah
105,4,5,203,1.000.000.000,Bandar Lampung Kota,Lampung,Rumah
105,2,3,88,1.250.000.000,Batam Kota,Kepulauan Riau,Rumah
105,3,4,200,1.600.000.000,Batam Kota,Kepulauan Riau,Rumah
105,2,2,84,880.000.000,Batam Kota,Kepulauan Riau,Rumah
105,1,2,78,1.630.000.000,Batam Kota,Kepulauan Riau,Rumah
105,1,2,70,270.000.000,Karimun Kab.,Kepulauan Riau,Rumah
105,1,2,78,1.630.000.000,Batam Kota,Kepulauan Riau,Rumah
105,1,3,95,855.000.000,Batam Kota,Kepulauan Riau,Rumah
105,4,4,140,1.400.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
105,1,2,100,395.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
105,3,4,90,1.200.000.000,Samarinda Kota,Kalimantan Timur,Rumah
105,1,1,55,151.000.000,Samarinda Kota,Kalimantan Timur,Rumah
105,1,2,55,550.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
104,2,3,150,1.600.000.000,Padang Kota,Sumatra Barat,Rumah
104,3,3,95,1.350.000.000,Bekasi Kota,Jawa Barat,Rumah
104,2,3,70,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
104,1,2,40,400.000.000,Padang Kota,Sumatra Barat,Rumah
104,3,3,84,1.900.000.000,Kab. Badung,Bali,Rumah
104,3,4,115,1.850.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
104,2,3,80,690.000.000,Pekanbaru Kota,Riau,Rumah
104,2,2,100,788.000.000,Medan Kota,Sumatra Utara,Rumah
104,2,3,70,400.000.000,Makassar Kota,Sulawesi Selatan,Rumah
104,1,3,70,370.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
104,2,2,0,365.000.000,Bandar Lampung Kota,Lampung,Rumah
104,1,2,45,749.000.000,Batam Kota,Kepulauan Riau,Rumah
103,1,1,36,80.700.000,Pontianak Kota,Kalimantan Barat,Rumah
103,1,2,40,942.000.000,Bekasi Kota,Jawa Barat,Rumah
102,3,4,397,3.200.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
102,2,3,60,899.000.000,Minahasa Utara Kab.,Sulawesi Utara,Rumah
102,1,2,45,550.000.000,Palembang Kota,Sumatra Selatan,Rumah
102,3,4,0,1.200.000.000,Palembang Kota,Sumatra Selatan,Rumah
102,3,3,219,974.900.000,Medan Kota,Sumatra Utara,Rumah
102,2,3,88,2.966.000.000,Bekasi Kota,Jawa Barat,Rumah
102,3,3,120,1.734.157.956,Bogor Kab.,Jawa Barat,Rumah
102,2,3,80,1.088.708.162,Bogor Kab.,Jawa Barat,Rumah
102,1,2,102,650.000.000,Medan Kota,Sumatra Utara,Rumah
102,4,5,150,1.630.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
102,2,3,60,760.000.000,Minahasa Utara Kab.,Sulawesi Utara,Rumah
102,1,2,40,397.710.000,Langsa Kota,Aceh D.I.,Rumah
102,1,2,45,300.000.000,Palembang Kota,Sumatra Selatan,Rumah
102,3,3,93,1.522.800.000,Tangerang Kab.,Banten,Rumah
102,2,3,60,760.000.000,Manado Kota,Sulawesi Utara,Rumah
102,2,3,60,689.600.000,Minahasa Utara Kab.,Sulawesi Utara,Rumah
102,2,3,60,689.600.000,Minahasa Utara Kab.,Sulawesi Utara,Rumah
102,1,2,45,380.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
102,2,2,53,365.000.000,Bandar Lampung Kota,Lampung,Rumah
102,3,4,180,1.650.000.000,Batam Kota,Kepulauan Riau,Rumah
102,1,2,54,260.000.000,Pontianak Kota,Kalimantan Barat,Rumah
101,2,3,66,1.000.000.000,Tangerang Kab.,Banten,Rumah
101,2,3,167,2.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
101,2,2,70,1.350.000.000,Kab. Badung,Bali,Rumah
101,1,3,101,595.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
101,2,2,70,600.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
100,1,3,56,750.000.000,Surabaya Kota,Jawa Timur,Rumah
100,1,2,50,730.000.000,Bogor Kota,Jawa Barat,Rumah
100,2,3,75,1.595.000.000,Kab. Badung,Bali,Rumah
100,2,2,36,916.000.000,Kab. Badung,Bali,Rumah
100,2,3,140,1.500.000.000,Kab. Badung,Bali,Rumah
100,2,3,140,1.500.000.000,Kab. Badung,Bali,Rumah
100,2,3,60,1.150.000.000,Jakarta Timur,Jakarta D.K.I.,Rumah
100,2,3,90,850.000.000,Bandung Kota,Jawa Barat,Rumah
100,1,2,36,270.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
100,2,3,120,850.000.000,Bekasi Kota,Jawa Barat,Rumah
100,2,3,90,450.000.000,Palembang Kota,Sumatra Selatan,Rumah
100,2,4,100,1.000.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
100,2,3,114,1.850.000.000,Aceh Besar Kab.,Aceh D.I.,Rumah
100,2,3,1,270.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
100,1,2,120,270.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
100,2,2,90,2.500.000.000,Denpasar Kota,Bali,Rumah
100,2,3,159,2.700.000.000,Kab. Badung,Bali,Rumah
100,2,3,100,1.200.000.000,Kab. Badung,Bali,Rumah
100,2,2,50,678.000.000,Palembang Kota,Sumatra Selatan,Rumah
100,3,3,120,550.000.000,Padang Panjang Kota,Sumatra Barat,Rumah
100,3,4,150,1.200.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
100,2,2,50,650.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
100,3,3,100,1.600.000.000,Medan Kota,Sumatra Utara,Rumah
100,3,3,150,2.450.000.000,Kab. Badung,Bali,Rumah
100,3,6,180,4.000.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
100,3,3,100,1.750.000.000.000,Denpasar Kota,Bali,Rumah
100,2,3,70,699.000.000,Tangerang Kab.,Banten,Rumah
100,2,2,60,850.000.000,Surabaya Kota,Jawa Timur,Rumah
100,1,2,0,800.000.000,Denpasar Kota,Bali,Rumah
100,3,4,130,2.450.000.000,Kab. Badung,Bali,Rumah
100,2,2,70,1.850.000.000,Kab. Badung,Bali,Rumah
100,2,3,70,635.000.008,Sleman Kab.,Yogyakarta D.I.,Rumah
100,1,2,70,105.000.000,Banyuasin Kab.,Sumatra Selatan,Rumah
100,2,4,180,1.200.000.000,Surakarta Kota,Jawa Tengah,Rumah
100,3,4,150,6.000.000.000,Bekasi Kota,Jawa Barat,Rumah
100,3,2,140,3.850.000.000,Kab. Badung,Bali,Rumah
100,2,2,80,2.300.000.000,Kab. Badung,Bali,Rumah
100,1,2,69,250.000.000,Pekanbaru Kota,Riau,Rumah
100,2,4,150,800.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
100,3,3,86,285.000.000,Bandar Lampung Kota,Lampung,Rumah
100,2,3,86,285.000.000,Bandar Lampung Kota,Lampung,Rumah
100,2,3,86,570.000.000,Bandar Lampung Kota,Lampung,Rumah
100,2,3,72,465.000.000,Bandar Lampung Kota,Lampung,Rumah
100,1,2,50,430.000.000,Bandar Lampung Kota,Lampung,Rumah
100,2,4,90,1.020.250.000,Bandar Lampung Kota,Lampung,Rumah
100,1,3,100,370.000.000,Bandar Lampung Kota,Lampung,Rumah
100,2,3,76,515.000.000,Tulang Bawang Barat Kab.,Lampung,Rumah
100,2,3,104,585.000.000,Bandar Lampung Kota,Lampung,Rumah
100,2,2,67,1.200.000.000,Batam Kota,Kepulauan Riau,Rumah
100,1,2,60,800.000.000,Batam Kota,Kepulauan Riau,Rumah
100,1,2,36,205.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
100,2,3,60,1.100.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
100,1,3,80,55.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
100,1,2,36,150.000.000,Banjar Kab.,Kalimantan Selatan,Rumah
100,2,2,80,400.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
100,2,3,72,700.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
99,2,3,99,280.000.000,Jombang Kab.,Jawa Timur,Rumah
99,2,3,90,850.000.000,Surakarta Kota,Jawa Tengah,Rumah
99,1,2,99,543.000.000,Surakarta Kota,Jawa Tengah,Rumah
99,1,2,80,400.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
99,1,2,70,500.000.000,Bandar Lampung Kota,Lampung,Rumah
98,1,2,65,550.000.000,Manado Kota,Sulawesi Utara,Rumah
98,1,2,75,1.450.000.000,Malang Kota,Jawa Timur,Rumah
98,1,2,48,650.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
98,2,3,150,950.000.000,Malang Kota,Jawa Timur,Rumah
98,2,5,150,1.750.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
98,2,2,50,650.000.000,Padang Kota,Sumatra Barat,Rumah
98,3,3,150,1.800.000.000,Surabaya Kota,Jawa Timur,Rumah
98,2,3,120,1.300.000.000,Bekasi Kota,Jawa Barat,Rumah
98,1,2,36,350.000.000,Padang Pariaman Kab.,Sumatra Barat,Rumah
98,1,2,50,370.100.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
98,3,3,80,1.685.000.000,Makassar Kota,Sulawesi Selatan,Rumah
98,2,2,60,430.000.000,Bandar Lampung Kota,Lampung,Rumah
98,2,2,55,550.000.000,Bandar Lampung Kota,Lampung,Rumah
98,2,2,55,555.000.000,Bandar Lampung Kota,Lampung,Rumah
98,2,3,84,910.000.000,Bandar Lampung Kota,Lampung,Rumah
98,2,3,74,180.000.000,Bandar Lampung Kota,Lampung,Rumah
98,1,2,150,539.000.000,Bandar Lampung Kota,Lampung,Rumah
98,2,3,63,495.000.000,Bandar Lampung Kota,Lampung,Rumah
98,6,5,180,950.000.000,Batam Kota,Kepulauan Riau,Rumah
98,1,1,70,170.000.000,Kutai Kartanegara Kab.,Kalimantan Timur,Rumah
98,2,3,60,300.000.000,Tabalong Kab.,Kalimantan Selatan,Rumah
97,3,3,106,3.560.000.000,Jakarta Selatan,Jakarta D.K.I.,Rumah
97,2,2,60,499.000.000,Surakarta Kota,Jawa Tengah,Rumah
96,2,2,50,600.000.000,Palembang Kota,Sumatra Selatan,Rumah
96,3,2,105,955.000.000.000,Palembang Kota,Sumatra Selatan,Rumah
96,1,3,51,1.250.000.000,Tangerang Kab.,Banten,Rumah
96,1,2,54,1.800.000.000,Tangerang Selatan Kota,Banten,Rumah
96,1,2,59,1.200.000.000,Surabaya Kota,Jawa Timur,Rumah
96,3,3,170,1.100.000.000,Medan Kota,Sumatra Utara,Rumah
96,2,3,88,1.100.000.000,Surabaya Kota,Jawa Timur,Rumah
96,3,4,160,1.950.000.000,Makassar Kota,Sulawesi Selatan,Rumah
96,2,3,100,595.000.000,Medan Kota,Sumatra Utara,Rumah
96,2,2,80,700.000.000,Tangerang Kab.,Banten,Rumah
96,2,4,135,1.150.000.000,Semarang Kota,Jawa Tengah,Rumah
96,2,5,197,1.500.000.000,Medan Kota,Sumatra Utara,Rumah
96,1,2,36,250.000.000,Kulon Progo Kab.,Yogyakarta D.I.,Rumah
96,1,3,96,450.000.000,Bantul Kab.,Yogyakarta D.I.,Rumah
96,1,3,70,575.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
96,1,2,50,525.008.574,Medan Kota,Sumatra Utara,Rumah
96,1,2,45,421.500.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
96,3,4,111,2.200.000.000,Tangerang Selatan Kota,Banten,Rumah
96,3,3,84,1.281.800.000,Makassar Kota,Sulawesi Selatan,Rumah
96,2,2,96,727.000.000,Makassar Kota,Sulawesi Selatan,Rumah
96,1,2,36,215.000.000,Pekanbaru Kota,Riau,Rumah
96,2,2,55,385.000.000,Bandar Lampung Kota,Lampung,Rumah
96,1,2,45,550.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
96,1,2,40,430.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
96,1,2,42,450.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
96,4,3,120,1.180.000.000,Batam Kota,Kepulauan Riau,Rumah
95,2,3,54,650.000.000,Bekasi Kota,Jawa Barat,Rumah
95,1,2,60,450.000.000,Palembang Kota,Sumatra Selatan,Rumah
95,1,1,95,400.000.000,Banda Aceh Kota,Aceh D.I.,Rumah
95,4,3,105,1.150.000.000,Palembang Kota,Sumatra Selatan,Rumah
95,2,3,65,455.000.000,Siak Kab.,Riau,Rumah
95,4,5,180,1.450.000.000,Bekasi Kota,Jawa Barat,Rumah
95,2,3,65,550.000.000,Pekanbaru Kota,Riau,Rumah
95,2,3,95,938.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
95,1,2,45,415.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
95,3,3,97,850.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
95,2,3,62,495.000.000,Bandar Lampung Kota,Lampung,Rumah
94,2,2,90,399.000.000,Palembang Kota,Sumatra Selatan,Rumah
94,2,3,0,690.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
94,1,2,56,450.000.000,Jombang Kab.,Jawa Timur,Rumah
94,1,2,25,250.000.000,Mataram Kota,Nusa Tenggara Barat,Rumah
93,3,3,240,1.500.000.000,Medan Kota,Sumatra Utara,Rumah
93,1,2,93,135.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
93,2,3,65,450.000.000,Pekanbaru Kota,Riau,Rumah
93,2,3,80,1.077.050.672,Bogor Kab.,Jawa Barat,Rumah
93,1,2,93,480.001.001,Klaten Kab.,Jawa Tengah,Rumah
93,2,3,70,595.000.000,Bandar Lampung Kota,Lampung,Rumah
93,1,2,45,167.000.000,Berau Kab.,Kalimantan Timur,Rumah
92,1,2,50,490.400.000,Sleman Kab.,Yogyakarta D.I.,Rumah
92,3,3,204,875.000.000,Medan Kota,Sumatra Utara,Rumah
92,3,3,204,875.000.000,Medan Kota,Sumatra Utara,Rumah
92,1,2,43,451.250.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
92,2,3,65,445.000.000,Pekanbaru Kota,Riau,Rumah
92,1,2,92,470.000.088,Malang Kota,Jawa Timur,Rumah
92,1,2,92,380.000.000,Medan Kota,Sumatra Utara,Rumah
92,3,3,172,1.250.000.000,Malang Kota,Jawa Timur,Rumah
92,1,3,50,385.000.000,Bantul Kab.,Yogyakarta D.I.,Rumah
92,1,2,45,65.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
91,1,2,70,150.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
91,1,2,1,158.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
91,1,2,39,400.000.000,Padang Kota,Sumatra Barat,Rumah
91,1,2,36,365.000.000,Padang Kota,Sumatra Barat,Rumah
91,1,2,36,280.000.000,Padang Kota,Sumatra Barat,Rumah
91,1,2,45,390.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
91,1,2,150,620.000.000,Surakarta Kota,Jawa Tengah,Rumah
91,1,2,36,166.000.000,Medan Kota,Sumatra Utara,Rumah
91,1,2,0,395.000.000,Bandar Lampung Kota,Lampung,Rumah
90,2,3,65,1.724.546.000,Bogor Kota,Jawa Barat,Rumah
90,2,2,84,2.600.000.000,Medan Kota,Sumatra Utara,Rumah
90,2,3,120,2.500.000.000,Medan Kota,Sumatra Utara,Rumah
90,3,3,116,1.700.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,2,60,1.048.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,2,2,60,1.014.900.000,Manado Kota,Sulawesi Utara,Rumah
90,2,3,45,609.000.000,Palembang Kota,Sumatra Selatan,Rumah
90,1,2,42,676.500.000,Bekasi Kab.,Jawa Barat,Rumah
90,1,2,27,243.800.000,Tangerang Kota,Banten,Rumah
90,3,3,180,1.250.000.000,Tangerang Kota,Banten,Rumah
90,2,3,90,360.000.000,Padang Kota,Sumatra Barat,Rumah
90,4,4,132,2.100.000.000,Tangerang Selatan Kota,Banten,Rumah
90,1,1,80,140.000.000,Padang Kota,Sumatra Barat,Rumah
90,2,4,125,1.800.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
90,2,2,50,1.050.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,3,168,1.500.000.000,Tangerang Selatan Kota,Banten,Rumah
90,1,2,63,995.000.000,Palembang Kota,Sumatra Selatan,Rumah
90,1,2,60,650.000.000,Palembang Kota,Sumatra Selatan,Rumah
90,1,2,70,420.000.000,Klaten Kab.,Jawa Tengah,Rumah
90,3,3,145,1.500.000.000,Palembang Kota,Sumatra Selatan,Rumah
90,3,3,66,2.200.000.000,Medan Kota,Sumatra Utara,Rumah
90,1,2,90,800.000.000,Bekasi Kota,Jawa Barat,Rumah
90,1,2,49,481.250.000,Yogyakarta Kota,Yogyakarta D.I.,Rumah
90,6,5,180,3.100.000.000,Medan Kota,Sumatra Utara,Rumah
90,1,2,50,485.200.000,Sleman Kab.,Yogyakarta D.I.,Rumah
90,1,2,48,1.350.000.000,Tangerang Kota,Banten,Rumah
90,2,2,75,135.000.000,Palembang Kota,Sumatra Selatan,Rumah
90,2,2,89,1.100.000.000,Tangerang Kota,Banten,Rumah
90,2,3,75,1.200.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
90,3,4,90,999.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
90,3,3,127,1.750.000.000,Karanganyar Kab.,Jawa Tengah,Rumah
90,5,4,175,3.000.000.000,Jakarta Pusat,Jakarta D.K.I.,Rumah
90,2,2,70,550.000.000,Pekanbaru Kota,Riau,Rumah
90,1,2,0,695.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
90,2,2,60,980.000.000,Tangerang Selatan Kota,Banten,Rumah
90,4,4,120,1.800.000.000,Surabaya Kota,Jawa Timur,Rumah
90,1,2,90,850.000.000,Semarang Kota,Jawa Tengah,Rumah
90,1,2,70,400.000.000,Padang Kota,Sumatra Barat,Rumah
90,2,3,10,1.200.000.000,Bogor Kab.,Jawa Barat,Rumah
90,2,3,110,370.000.000,Palembang Kota,Sumatra Selatan,Rumah
90,1,2,48,550.000.000,Sukoharjo Kab.,Jawa Tengah,Rumah
90,2,3,290,1.300.000.000,Manado Kota,Sulawesi Utara,Rumah
90,3,3,116,1.728.500.000,Manado Kota,Sulawesi Utara,Rumah
90,1,4,120,600.000.000,Tangerang Kota,Banten,Rumah
90,2,3,75,900.000.000,Surabaya Kota,Jawa Timur,Rumah
90,1,2,90,135.000.000,Deli Serdang Kab.,Sumatra Utara,Rumah
90,2,2,54,970.000.000,Tangerang Selatan Kota,Banten,Rumah
90,1,1,40,775.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,3,70,730.000.000,Surabaya Kota,Jawa Timur,Rumah
90,2,3,90,600.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,1,2,36,750.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,3,3,150,2.300.000.000,Kab. Badung,Bali,Rumah
90,2,3,73,1.300.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,2,120,2.250.000.000,Surabaya Kota,Jawa Timur,Rumah
90,2,2,55,825.000.000,Manado Kota,Sulawesi Utara,Rumah
90,1,1,32,636.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,2,45,1.010.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,3,73,1.300.000.000,Manado Kota,Sulawesi Utara,Rumah
90,2,3,60,1.400.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,1,2,90,650.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,2,3,85,1.250.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,2,3,108,900.000.000,Makassar Kota,Sulawesi Selatan,Rumah
90,1,3,135,1.500.000.000,Pekanbaru Kota,Riau,Rumah
90,1,2,61,490.000.000,Pekanbaru Kota,Riau,Rumah
90,2,3,74,480.000.000,Bandar Lampung Kota,Lampung,Rumah
90,1,2,52,355.000.000,Bandar Lampung Kota,Lampung,Rumah
90,2,3,0,485.000.000,Bandar Lampung Kota,Lampung,Rumah
90,2,3,80,1.080.000.000,Batam Kota,Kepulauan Riau,Rumah
90,3,2,100,880.000.000,Batam Kota,Kepulauan Riau,Rumah
90,2,3,68,550.000.000,Batam Kota,Kepulauan Riau,Rumah
90,3,3,110,1.550.000.000,Batam Kota,Kepulauan Riau,Rumah
90,1,3,75,850.000.000,Batam Kota,Kepulauan Riau,Rumah
90,1,2,66,1.050.000.000,Batam Kota,Kepulauan Riau,Rumah
90,3,3,88,1.179.060.000,Batam Kota,Kepulauan Riau,Rumah
90,2,2,90,1.100.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
90,2,2,54,850.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
90,1,2,40,980.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
90,1,2,45,690.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
90,1,2,60,675.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
90,3,3,120,1.600.000.000,Balikpapan Kota,Kalimantan Timur,Rumah
90,1,2,36,62.000.000,Samarinda Kota,Kalimantan Timur,Rumah
90,2,2,150,1.550.000.000,Hulu Sungai Selatan Kab.,Kalimantan Selatan,Rumah
90,2,3,90,600.000.000,Banjarmasin Kota,Kalimantan Selatan,Rumah
90,1,1,40,320.000.000,Pontianak Kota,Kalimantan Barat,Rumah
90,3,3,98,1.450.000.000,Batam Kota,Kepulauan Riau,Rumah
89,2,4,60,1.800.000.000,Tangerang Kota,Banten,Rumah
89,1,2,50,499.900.000,Sleman Kab.,Yogyakarta D.I.,Rumah
89,1,2,30,303.000.622,Sleman Kab.,Yogyakarta D.I.,Rumah
89,1,2,45,399.000.000,Sleman Kab.,Yogyakarta D.I.,Rumah
89,1,1,36,110.000.000,Kutai Kartanegara Kab.,Kalimantan Timur,Rumah
89,1,2,36,124.000.000,Samarinda Kota,Kalimantan Timur,Rumah
88,3,5,216,2.100.000.000,Jakarta Utara,Jakarta D.K.I.,Rumah
88,1,2,40,699.000.000,Bogor Kab.,Jawa Barat,Rumah
88,5,4,180,2.650.000.000,Jakarta Barat,Jakarta D.K.I.,Rumah
87,1,2,45,520.000.000,Palembang Kota,Sumatra Selatan,Rumah
87,2,3,80,599.000.000,Musi Banyuasin Kab.,Sumatra Selatan,Rumah
